10
420.0
0;0;1;94.491;123.730
0;1;0;49.491;23.730
1;0;2;68.796;121.850
1;2;0;23.796;23.220
2;0;2;69.585;106.870
2;2;0;24.585;8.240
3;0;2;68.031;119.390
3;2;0;23.031;20.760
4;0;3;53.647;99.740
4;3;0;8.647;18.820
5;0;4;67.688;87.660
5;4;0;22.688;9.210
6;0;4;62.744;80.640
6;4;0;17.744;2.190
7;0;5;81.549;95.720
7;5;0;36.549;17.590
8;0;6;73.285;100.090
8;6;0;28.285;22.480
9;0;6;66.569;85.800
9;6;0;21.569;8.190
10;0;6;73.081;82.380
10;6;0;28.081;4.770
11;0;7;67.496;93.630
11;7;0;22.496;16.540
12;0;7;65.732;92.830
12;7;0;20.732;15.740
13;0;7;66.428;90.220
13;7;0;21.428;13.130
14;0;8;75.107;77.970
14;8;0;30.107;1.670
15;0;9;0.000;8.850
15;9;0;0.000;8.850
16;0;9;0.000;12.510
16;9;0;0.000;12.510
17;1;2;110.336;118.230
17;2;1;110.336;119.600
18;1;3;87.276;92.650
18;3;1;87.276;111.730
19;1;4;86.520;102.570
19;4;1;86.520;124.120
20;1;4;90.498;79.930
20;4;1;90.498;101.480
21;1;4;86.887;87.120
21;4;1;86.887;108.670
22;1;5;66.570;80.210
22;5;1;66.570;102.080
23;1;5;65.894;100.410
23;5;1;65.894;122.280
24;1;6;117.069;95.680
24;6;1;117.069;118.070
25;1;6;131.970;90.060
25;6;1;131.970;112.450
26;1;7;77.528;96.310
26;7;1;77.528;119.220
27;1;7;76.108;78.590
27;7;1;76.108;101.500
28;1;8;65.984;79.870
28;8;1;65.984;103.570
29;1;8;70.196;81.190
29;8;1;70.196;104.890
30;1;9;49.491;17.440
30;9;1;94.491;117.440
31;2;3;76.730;88.400
31;3;2;76.730;106.110
32;2;4;91.481;100.040
32;4;2;91.481;120.220
33;2;5;91.542;101.150
33;5;2;91.542;121.650
34;2;5;89.546;100.700
34;5;2;89.546;121.200
35;2;6;51.988;90.270
35;6;2;51.988;111.290
36;2;6;52.507;89.120
36;6;2;52.507;110.140
37;2;6;52.753;90.540
37;6;2;52.753;111.560
38;2;7;90.080;99.340
38;7;2;90.080;120.880
39;2;8;89.354;92.040
39;8;2;89.354;114.370
40;2;8;87.682;79.870
40;8;2;87.682;102.200
41;2;8;82.708;94.870
41;8;2;82.708;117.200
42;2;9;23.796;12.200
42;9;2;68.796;110.830
43;3;4;60.381;87.180
43;4;3;60.381;89.650
44;3;4;58.489;97.030
44;4;3;58.489;99.500
45;3;5;77.233;99.680
45;5;3;77.233;102.470
46;3;5;82.434;102.210
46;5;3;82.434;105.000
47;3;5;82.392;93.530
47;5;3;82.392;96.320
48;3;6;81.692;86.400
48;6;3;81.692;89.710
49;3;7;58.852;98.260
49;7;3;58.852;102.090
50;3;7;55.854;94.510
50;7;3;55.854;98.340
51;3;7;59.328;96.780
51;7;3;59.328;100.610
52;3;8;69.444;85.690
52;8;3;69.444;90.310
53;3;9;8.647;18.190
53;9;3;53.647;99.110
54;3;9;6.717;22.110
54;9;3;51.717;103.030
55;3;9;8.357;20.070
55;9;3;53.357;100.990
56;4;5;84.488;84.140
56;5;4;84.488;84.460
57;4;6;95.763;94.180
57;6;4;95.763;95.020
58;4;6;107.359;88.150
58;6;4;107.359;88.990
59;4;6;106.293;81.720
59;6;4;106.293;82.560
60;4;7;54.749;84.720
60;7;4;54.749;86.080
61;4;7;55.899;77.270
61;7;4;55.899;78.630
62;4;7;53.441;96.080
62;7;4;53.441;97.440
63;4;8;75.314;97.630
63;8;4;75.314;99.780
64;4;8;69.672;89.180
64;8;4;69.672;91.330
65;4;9;22.688;7.820
65;9;4;67.688;86.270
66;5;6;98.504;93.110
66;6;5;98.504;93.630
67;5;7;74.967;99.620
67;7;5;74.967;100.660
68;5;8;54.238;87.630
68;8;5;54.238;89.460
69;5;8;53.418;97.690
69;8;5;53.418;99.520
70;5;9;36.549;4.890
70;9;5;81.549;83.020
71;5;9;41.992;21.130
71;9;5;86.992;99.260
72;6;7;95.384;85.960
72;7;6;95.384;86.480
73;6;8;96.088;93.770
73;8;6;96.088;95.080
74;6;8;105.362;90.620
74;8;6;105.362;91.930
75;6;8;88.895;87.870
75;8;6;88.895;89.180
76;6;9;28.285;21.060
76;9;6;73.285;98.670
77;6;9;34.208;4.400
77;9;6;79.208;82.010
78;6;9;33.753;5.310
78;9;6;78.753;82.920
79;7;8;65.740;91.590
79;8;7;65.740;92.380
80;7;9;22.496;3.180
80;9;7;67.496;80.270
81;8;9;30.107;5.560
81;9;8;75.107;81.860
82;8;9;37.277;22.180
82;9;8;82.277;98.480
