40
300.0
0;0;1;78.232;112.150
0;1;0;33.232;12.150
1;0;2;94.508;97.170
1;2;0;49.508;1.640
2;0;2;103.021;116.370
2;2;0;58.021;20.840
3;0;3;71.736;95.740
3;3;0;26.736;0.570
4;0;3;70.692;118.840
4;3;0;25.692;23.670
5;0;3;67.763;113.440
5;3;0;22.763;18.270
6;0;4;53.671;99.090
6;4;0;8.671;4.340
7;0;4;54.296;110.080
7;4;0;9.296;15.330
8;0;5;103.284;116.820
8;5;0;58.284;23.730
9;0;6;69.972;94.950
9;6;0;24.972;4.290
10;0;7;75.107;105.130
10;7;0;30.107;14.810
11;0;7;78.841;111.750
11;7;0;33.841;21.430
12;0;8;71.770;99.810
12;8;0;26.770;13.290
13;0;9;94.491;89.450
13;9;0;49.491;3.490
14;0;9;101.888;99.670
14;9;0;56.888;13.710
15;0;9;101.945;104.310
15;9;0;56.945;18.350
16;0;10;68.796;89.530
16;10;0;23.796;4.590
17;0;10;73.891;106.660
17;10;0;28.891;21.720
18;0;11;71.416;98.630
18;11;0;26.416;13.900
19;0;12;141.367;86.710
19;12;0;96.367;5.310
20;0;13;67.688;83.930
20;13;0;22.688;5.090
21;0;14;76.884;75.550
21;14;0;31.884;2.140
22;0;14;78.711;80.170
22;14;0;33.711;6.760
23;0;14;70.456;86.280
23;14;0;25.456;12.870
24;0;15;74.975;84.730
24;15;0;29.975;11.840
25;0;15;73.654;81.440
25;15;0;28.654;8.550
26;0;16;90.309;80.200
26;16;0;45.309;7.420
27;0;16;88.002;77.240
27;16;0;43.002;4.460
28;0;17;55.043;76.930
28;17;0;10.043;4.570
29;0;17;55.175;88.690
29;17;0;10.175;16.330
30;0;18;77.509;92.360
30;18;0;32.509;20.060
31;0;18;84.208;76.240
31;18;0;39.208;3.940
32;0;18;83.395;86.590
32;18;0;38.395;14.290
33;0;19;124.572;75.760
33;19;0;79.572;4.200
34;0;19;108.160;82.800
34;19;0;63.160;11.240
35;0;20;73.285;95.000
35;20;0;28.285;23.560
36;0;21;58.217;91.680
36;21;0;13.217;20.690
37;0;21;61.361;82.810
37;21;0;16.361;11.820
38;0;21;57.863;92.870
38;21;0;12.863;21.880
39;0;22;67.308;95.130
39;22;0;22.308;24.360
