60
180.0
0;0;1;53.671;110.030
0;1;0;8.671;24.820
1;0;1;53.734;101.870
1;1;0;8.734;16.660
2;0;2;94.508;101.510
2;2;0;49.508;17.750
3;0;2;89.145;85.890
3;2;0;44.145;2.130
4;0;3;75.107;90.800
4;3;0;30.107;7.510
5;0;4;78.232;88.700
5;4;0;33.232;6.210
6;0;5;71.736;96.810
6;5;0;26.736;15.220
7;0;6;68.796;84.310
7;6;0;23.796;5.770
8;0;6;72.734;98.100
8;6;0;27.734;19.560
9;0;6;64.174;82.420
9;6;0;19.174;3.880
10;0;7;124.572;91.370
10;7;0;79.572;15.080
11;0;7;133.378;95.250
11;7;0;88.378;18.960
12;0;8;103.284;80.610
12;8;0;58.284;4.360
13;0;8;113.903;97.840
13;8;0;68.903;21.590
14;0;8;102.259;98.830
14;8;0;57.259;22.580
15;0;9;67.688;85.540
15;9;0;22.688;9.970
16;0;9;66.399;81.270
16;9;0;21.399;5.700
17;0;9;62.892;77.910
17;9;0;17.892;2.340
18;0;10;63.315;87.260
18;10;0;18.315;12.240
19;0;10;66.551;95.250
19;10;0;21.551;20.230
20;0;10;58.959;84.040
20;10;0;13.959;9.020
21;0;11;69.972;94.880
21;11;0;24.972;20.190
22;0;11;66.122;82.700
22;11;0;21.122;8.010
23;0;11;75.306;98.120
23;11;0;30.306;23.430
24;0;12;71.770;73.840
24;12;0;26.770;1.450
25;0;12;72.068;89.510
25;12;0;27.068;17.120
26;0;13;119.442;84.440
26;13;0;74.442;13.010
27;0;13;112.330;79.950
27;13;0;67.330;8.520
28;0;14;71.416;78.600
28;14;0;26.416;8.760
29;0;15;94.491;75.840
29;15;0;49.491;7.430
30;0;15;82.570;76.160
30;15;0;37.570;7.750
31;0;15;90.598;77.700
31;15;0;45.598;9.290
32;0;16;90.309;73.330
32;16;0;45.309;5.470
33;0;16;89.530;67.970
33;16;0;44.530;0.110
34;0;16;101.287;87.750
34;16;0;56.287;19.890
35;0;17;141.367;86.140
35;17;0;96.367;19.170
36;0;17;164.063;88.220
36;17;0;119.063;21.250
37;0;17;155.229;86.660
37;17;0;110.229;19.690
38;0;18;77.509;78.140
38;18;0;32.509;11.340
39;0;18;71.452;71.530
39;18;0;26.452;4.730
40;0;18;85.505;85.210
40;18;0;40.505;18.410
41;0;19;62.194;88.610
41;19;0;17.194;23.380
42;0;19;66.406;80.890
42;19;0;21.406;15.660
43;0;19;63.584;69.810
43;19;0;18.584;4.580
44;0;20;75.026;67.510
44;20;0;30.026;2.910
45;0;20;77.659;69.900
45;20;0;32.659;5.300
46;0;21;76.884;80.940
46;21;0;31.884;16.360
47;0;21;70.203;69.320
47;21;0;25.203;4.740
48;0;22;73.285;77.010
48;22;0;28.285;12.540
49;0;22;69.800;88.970
49;22;0;24.800;24.500
50;0;23;138.673;74.680
50;23;0;93.673;10.430
51;0;24;63.686;78.290
51;24;0;18.686;14.510
52;0;24;62.332;86.500
52;24;0;17.332;22.720
53;0;24;59.631;67.740
53;24;0;14.631;3.960
54;0;25;63.196;75.400
54;25;0;18.196;11.710
55;0;26;126.991;87.040
55;26;0;81.991;23.700
56;0;27;67.496;61.740
56;27;0;22.496;0.330
57;0;28;102.583;67.380
57;28;0;57.583;6.540
58;0;28;103.778;71.130
58;28;0;58.778;10.290
59;0;29;80.108;62.390
59;29;0;35.108;1.680
60;0;29;80.556;67.260
60;29;0;35.556;6.550
61;0;30;70.336;78.200
61;30;0;25.336;17.970
62;0;30;66.116;76.020
62;30;0;21.116;15.790
63;0;31;74.975;82.300
63;31;0;29.975;23.040
64;0;31;76.474;66.740
64;31;0;31.474;7.480
65;0;32;55.043;82.810
65;32;0;10.043;24.060
66;0;32;53.891;77.520
66;32;0;8.891;18.770
67;0;33;53.647;76.310
67;33;0;8.647;18.270
68;0;34;58.217;70.840
68;34;0;13.217;13.080
69;0;34;56.426;69.950
69;34;0;11.426;12.190
70;0;35;67.308;62.160
70;35;0;22.308;4.690
71;0;36;64.040;79.610
71;36;0;19.040;22.490
72;0;36;62.435;77.520
72;36;0;17.435;20.400
73;0;37;67.391;80.260
73;37;0;22.391;23.140
74;0;37;67.152;74.980
74;37;0;22.152;17.860
75;0;38;87.745;77.950
75;38;0;42.745;21.080
76;0;38;84.537;65.020
76;38;0;39.537;8.150
77;0;38;93.767;77.660
77;38;0;48.767;20.790
78;0;39;71.179;77.960
78;39;0;26.179;21.920
79;0;39;64.791;61.770
79;39;0;19.791;5.730
80;0;39;72.180;65.520
80;39;0;27.180;9.480
81;0;40;62.549;58.660
81;40;0;17.549;2.810
82;0;40;59.763;74.060
82;40;0;14.763;18.210
83;0;41;64.290;57.630
83;41;0;19.290;1.780
84;0;42;72.562;73.810
84;42;0;27.562;18.370
85;0;42;77.425;59.190
85;42;0;32.425;3.750
86;0;43;86.795;72.260
86;43;0;41.795;17.360
87;0;43;81.491;77.250
87;43;0;36.491;22.350
88;0;43;79.727;65.530
88;43;0;34.727;10.630
89;0;44;61.208;59.980
89;44;0;16.208;5.230
90;0;45;51.651;60.370
90;45;0;6.651;6.120
91;0;46;65.827;77.830
91;46;0;20.827;24.060
92;0;47;121.973;70.980
92;47;0;76.973;17.540
93;0;48;63.520;72.310
93;48;0;18.520;19.960
94;0;48;60.803;62.870
94;48;0;15.803;10.520
95;0;49;81.549;60.920
95;49;0;36.549;8.600
96;0;49;86.234;59.210
96;49;0;41.234;6.890
97;0;50;76.387;66.740
97;50;0;31.387;14.680
98;0;50;75.430;63.010
98;50;0;30.430;10.950
99;0;51;60.608;73.380
99;51;0;15.608;21.500
100;0;51;60.660;60.320
100;51;0;15.660;8.440
101;0;51;58.446;69.280
101;51;0;13.446;17.400
102;0;52;64.222;58.320
102;52;0;19.222;6.750
103;0;53;58.885;74.130
103;53;0;13.885;23.040
104;0;54;74.769;58.260
104;54;0;29.769;7.270
105;0;54;81.130;72.310
105;54;0;36.130;21.320
106;0;55;117.243;75.110
106;55;0;72.243;24.240
107;0;55;103.832;52.080
107;55;0;58.832;1.210
108;0;55;134.065;65.050
108;55;0;89.065;14.180
109;0;56;57.868;59.300
